thr,f1,mae_onset,mae_recov,skill_onset,skill_recov,composite,recall
0.84,0.4378698224852071,21.708571428571428,22.399047619047618,0.0,0.0,0.14595660749506903,0.2819047619047619
0.85,0.4378698224852071,21.708571428571428,22.399047619047618,0.0,0.0,0.14595660749506903,0.2819047619047619
0.86,0.43555555555555553,21.763809523809524,22.447619047619046,0.0,0.0,0.14518518518518517,0.28
0.87,0.43439584877687176,21.791428571428572,22.475238095238094,0.0,0.0,0.14479861625895726,0.27904761904761904
0.88,0.43439584877687176,21.791428571428572,22.475238095238094,0.0,0.0,0.14479861625895726,0.27904761904761904
0.89,0.4309063893016345,21.877142857142857,22.553333333333335,0.0,0.0,0.14363546310054484,0.2761904761904762
0.9,0.4262295081967213,21.98857142857143,22.64761904761905,0.0,0.0,0.14207650273224043,0.2723809523809524
0.91,0.4218399401645475,22.099047619047617,22.745714285714286,0.0,0.0,0.1406133133881825,0.26857142857142857
0.92,0.405446293494705,22.49142857142857,23.107619047619046,0.0,0.0,0.135148764498235,0.25523809523809526
0.93,0.39756283320639757,22.687619047619048,23.28857142857143,0.0,0.0,0.13252094440213252,0.24857142857142858
0.9400000000000001,0.3409629044988161,23.946666666666665,24.44952380952381,0.0,0.0,0.11365430149960537,0.2057142857142857
0.9500000000000001,0.2556016597510373,25.677142857142858,26.024761904761906,0.0,0.0,0.08520055325034577,0.14666666666666667
